CustomerID,Age,Gender,Tenure,Usage Frequency,Support Calls,Payment Delay,Subscription Type,Contract Length,Total Spend,Last Interaction,Churn
406365,46,Male,53,7,1,18,Standard,Quarterly,774.37,22,0
406366,41,Male,18,29,3,13,Premium,Annual,885.28,22,0
406367,39,Female,43,5,2,0,Premium,Quarterly,664.72,10,0
406368,20,Male,32,28,2,14,Basic,Quarterly,940.04,29,0
406369,27,Female,42,30,2,13,Premium,Quarterly,852.98,13,0
406370,32,Female,31,22,2,7,Standard,Annual,618.95,1,0
406371,22,Female,55,16,1,5,Standard,Quarterly,724.95,6,0
406372,44,Male,46,30,3,4,Basic,Quarterly,657.83,30,0
406373,18,Male,53,11,1,5,Premium,Quarterly,890.12,1,0
406374,44,Male,9,29,0,20,Premium,Quarterly,878.37,17,0
406375,22,Male,6,23,1,19,Premium,Annual,995.56,26,0
406376,32,Female,26,21,1,3,Standard,Quarterly,828.43,4,0
406377,31,Female,49,23,0,19,Standard,Quarterly,536.84,9,0
406378,41,Male,20,12,3,8,Premium,Annual,983.11,23,0
406379,47,Male,6,1,4,0,Basic,Annual,909.39,20,0
406380,44,Male,26,1,3,17,Premium,Quarterly,714.06,10,0
406381,44,Male,34,30,2,16,Standard,Annual,513.55,10,0
406382,48,Female,41,20,2,11,Basic,Quarterly,894.03,7,0
406383,37,Female,7,4,1,7,Standard,Quarterly,700.32,2,0
406384,44,Female,55,14,2,1,Premium,Annual,847.35,1,0
406385,50,Male,40,15,4,12,Basic,Quarterly,778.95,27,0
406386,19,Male,31,14,0,3,Premium,Quarterly,789.14,20,0
406387,28,Female,53,12,2,12,Basic,Annual,659.82,7,0
406388,49,Male,53,29,2,16,Standard,Quarterly,574.25,27,0
406389,44,Male,57,8,3,17,Standard,Quarterly,710.64,18,0
406390,30,Male,59,9,1,19,Premium,Annual,784.62,24,0
406391,22,Male,1,5,0,2,Standard,Quarterly,636.58,12,0
406392,48,Male,38,1,1,3,Basic,Quarterly,945.73,2,0
406393,42,Female,2,8,2,15,Standard,Annual,682.33,15,0
406394,42,Male,54,20,4,9,Basic,Annual,676.91,28,0
406395,48,Female,7,7,2,9,Basic,Quarterly,982.01,2,0
406396,42,Female,51,14,0,6,Premium,Annual,522.49,15,0
406397,40,Male,22,26,2,5,Basic,Quarterly,741.47,13,0
406398,28,Female,40,5,1,13,Premium,Quarterly,876.91,8,0
406399,33,Male,19,27,0,9,Standard,Quarterly,831.88,24,0
406400,23,Female,59,9,1,3,Basic,Annual,584.91,10,0
406401,33,Male,17,26,2,14,Basic,Annual,617.85,27,0
406402,31,Male,25,19,2,20,Standard,Quarterly,582.66,30,0
406403,22,Male,16,19,1,18,Premium,Quarterly,885.87,11,0
406404,50,Male,36,4,5,10,Basic,Quarterly,741.63,23,0
406405,46,Female,50,10,3,7,Basic,Annual,821.92,15,0
406406,30,Male,60,5,2,18,Standard,Quarterly,902,25,0
406407,29,Male,8,13,1,1,Standard,Quarterly,850.17,29,0
406408,39,Female,50,14,1,17,Basic,Annual,636.32,9,0
406409,31,Female,36,21,1,20,Premium,Annual,537.66,1,0
406410,34,Female,30,15,2,12,Premium,Quarterly,504.87,4,0
406411,47,Male,11,30,4,7,Basic,Annual,812.12,23,0
406412,24,Male,50,24,0,3,Standard,Quarterly,745.8,11,0
406413,32,Male,59,19,0,7,Premium,Annual,701.86,21,0
406414,24,Male,57,6,2,7,Basic,Quarterly,846.84,14,0
406415,32,Female,38,23,0,18,Premium,Quarterly,787.87,14,0
406416,40,Male,39,28,2,4,Standard,Quarterly,871.25,19,0
406417,47,Male,50,5,3,16,Standard,Quarterly,733.23,1,0
406418,40,Male,56,9,3,12,Premium,Quarterly,554.94,11,0
406419,30,Male,1,11,1,14,Premium,Quarterly,971.84,9,0
406420,48,Male,6,12,3,14,Standard,Quarterly,574.86,25,0
406421,43,Male,51,27,1,20,Standard,Annual,951.41,24,0
406422,49,Female,28,5,4,20,Premium,Quarterly,513.77,11,0
406423,45,Female,50,19,4,15,Premium,Annual,626.61,13,0
406424,30,Male,17,20,1,4,Standard,Annual,653.01,26,0
406425,33,Female,34,15,3,17,Standard,Quarterly,995.38,12,0
406426,24,Male,41,23,1,7,Premium,Annual,990.52,21,0
406427,39,Female,56,15,0,2,Standard,Quarterly,555.46,2,0
406428,33,Male,42,20,0,9,Standard,Annual,721.91,21,0
406429,36,Female,19,26,1,4,Standard,Quarterly,727.28,8,0
406430,30,Male,12,10,1,13,Standard,Quarterly,944.26,28,0
406431,32,Male,60,6,2,11,Standard,Quarterly,936.82,11,0
406432,37,Male,48,25,3,6,Standard,Quarterly,834.82,2,0
406433,26,Male,7,19,0,12,Basic,Quarterly,952.25,5,0
406434,38,Female,16,10,3,13,Standard,Annual,962.28,8,0
406435,46,Male,7,24,1,16,Premium,Quarterly,815.79,26,0
406436,49,Male,30,10,1,0,Premium,Quarterly,758.59,24,0
406437,32,Male,9,29,1,11,Basic,Annual,911.45,14,0
406438,38,Male,36,6,3,7,Standard,Annual,676.04,16,0
406439,41,Female,14,11,0,1,Premium,Quarterly,970.61,3,0
406440,48,Male,5,2,4,4,Standard,Quarterly,919.93,6,0
406441,39,Male,26,8,2,6,Premium,Quarterly,514.4,15,0
406442,23,Female,45,2,1,18,Standard,Annual,911.71,15,0
406443,28,Male,46,27,2,3,Basic,Annual,547.7,26,0
406444,32,Male,23,15,0,1,Basic,Quarterly,677.66,18,0
406445,47,Female,25,14,0,17,Standard,Quarterly,998.57,10,0
406446,20,Male,32,11,0,16,Basic,Annual,701.28,21,0
406447,45,Female,33,27,2,9,Premium,Quarterly,600.03,13,0
406448,29,Male,31,24,2,10,Premium,Annual,721.37,7,0
406449,23,Male,52,6,1,5,Premium,Annual,976.04,29,0
406450,20,Male,14,28,0,11,Premium,Quarterly,912.06,30,0
406451,21,Male,5,21,0,16,Standard,Quarterly,648.53,5,0
406452,21,Female,11,12,2,18,Premium,Quarterly,909.89,2,0
406453,25,Male,36,13,1,11,Basic,Annual,798.19,13,0
406454,33,Male,5,26,2,6,Premium,Quarterly,728.87,11,0
406455,50,Female,15,26,1,8,Premium,Annual,633.25,3,0
406456,22,Male,36,6,1,7,Basic,Quarterly,529.44,24,0
406457,35,Male,58,25,0,15,Premium,Quarterly,522,17,0
406458,30,Female,41,16,2,10,Standard,Annual,697.18,6,0
406459,36,Male,21,15,1,4,Standard,Quarterly,872.48,3,0
406460,27,Female,39,12,0,4,Standard,Quarterly,804.95,12,0
406461,44,Female,43,18,4,0,Premium,Quarterly,869.06,8,0
406462,41,Female,26,7,0,12,Standard,Quarterly,651.48,12,0
406463,39,Female,38,10,1,19,Premium,Annual,852.84,10,0
406464,42,Female,37,6,3,2,Standard,Quarterly,800.87,15,0
406465,46,Female,32,24,3,10,Premium,Quarterly,597.36,5,0
406466,39,Male,34,26,1,11,Standard,Quarterly,763.17,26,0
406467,25,Male,33,2,2,2,Premium,Annual,861.65,1,0
406468,41,Female,30,11,4,19,Standard,Annual,971.02,14,0
406469,22,Female,32,22,1,14,Standard,Annual,717.16,11,0
406470,34,Female,48,28,1,10,Standard,Quarterly,976.11,2,0
406471,31,Female,29,6,3,18,Standard,Quarterly,991.7,9,0
406472,40,Male,55,1,1,16,Basic,Quarterly,819.84,2,0
406473,43,Male,43,20,1,11,Basic,Quarterly,903.94,9,0
406474,36,Female,42,18,1,20,Basic,Annual,729.72,7,0
406475,29,Male,6,1,2,15,Standard,Annual,630.31,17,0
406476,20,Male,19,30,2,16,Standard,Annual,790.52,22,0
406477,29,Female,60,6,0,8,Standard,Annual,683.81,6,0
406478,31,Male,51,17,3,9,Standard,Quarterly,948.9,19,0
406479,37,Male,20,17,0,6,Basic,Quarterly,866.25,28,0
406480,44,Male,32,1,0,4,Standard,Annual,796.64,2,0
406481,36,Male,29,8,3,6,Premium,Quarterly,844.28,20,0
406482,42,Male,39,12,2,16,Basic,Quarterly,575.26,15,0
406483,27,Male,48,4,2,18,Premium,Quarterly,982.18,15,0
406484,26,Female,11,9,0,6,Standard,Quarterly,982.56,4,0
406485,42,Female,3,2,3,18,Premium,Annual,934.41,4,0
406486,20,Male,37,24,1,14,Standard,Quarterly,747.77,25,0
406487,36,Male,55,27,2,5,Basic,Annual,795,19,0
406488,48,Female,9,17,2,8,Premium,Quarterly,876.51,12,0
406489,44,Male,56,27,0,4,Standard,Annual,578.98,1,0
406490,24,Male,12,23,2,8,Premium,Quarterly,670.89,12,0
406491,50,Female,47,29,5,20,Basic,Quarterly,728.39,15,0
406492,45,Male,38,5,0,3,Premium,Quarterly,900.87,21,0
406493,42,Female,36,19,2,15,Premium,Quarterly,633.91,5,0
406494,18,Female,13,26,1,8,Basic,Quarterly,779.01,15,0
406495,48,Male,11,8,3,10,Premium,Quarterly,878.06,5,0
406496,22,Male,6,3,2,12,Basic,Quarterly,688.9,9,0
406497,24,Male,52,12,1,15,Basic,Annual,550.2,15,0
406498,32,Male,51,15,0,7,Standard,Quarterly,571.44,20,0
406499,43,Female,54,29,4,16,Standard,Quarterly,718.8,8,0
406500,46,Male,52,18,2,10,Basic,Quarterly,639.05,20,0
406501,38,Female,48,21,3,0,Premium,Annual,533.23,11,0
406502,35,Male,6,6,0,11,Standard,Annual,945.34,24,0
406503,36,Male,35,12,2,12,Standard,Annual,997.03,10,0
406504,45,Male,2,4,4,7,Premium,Quarterly,616.93,18,0
406505,45,Female,49,11,4,4,Basic,Annual,886.72,2,0
406506,42,Female,20,23,0,8,Standard,Quarterly,652.51,12,0
406507,22,Male,26,22,2,1,Premium,Quarterly,588.48,29,0
406508,22,Male,55,4,0,0,Standard,Quarterly,970.34,15,0
406509,36,Male,30,7,3,15,Basic,Quarterly,876.25,15,0
406510,28,Female,59,10,2,16,Premium,Quarterly,813.19,4,0
406511,44,Male,25,9,1,6,Premium,Annual,711.5,28,0
406512,50,Male,14,19,2,15,Basic,Quarterly,725.58,17,0
406513,22,Female,58,6,1,1,Premium,Quarterly,851.18,3,0
406514,42,Male,28,12,3,15,Basic,Annual,576.41,9,0
406515,43,Male,2,7,1,0,Premium,Quarterly,844.72,19,0
406516,34,Male,35,7,2,9,Basic,Quarterly,853.48,15,0
406517,42,Male,42,15,1,14,Premium,Quarterly,700.32,5,0
406518,30,Male,29,23,3,6,Premium,Annual,923.77,28,0
406519,50,Female,7,16,3,17,Standard,Quarterly,956.35,3,0
406520,37,Male,9,17,2,2,Standard,Annual,858.38,3,0
406521,44,Male,20,17,4,16,Basic,Quarterly,937.07,25,0
406522,45,Female,21,26,1,2,Standard,Quarterly,856.11,13,0
406523,30,Female,38,22,1,12,Premium,Annual,633.25,12,0
406524,42,Male,41,18,4,7,Standard,Quarterly,833.22,29,0
406525,31,Female,46,9,3,0,Premium,Quarterly,529.28,14,0
406526,42,Male,53,1,2,1,Premium,Quarterly,577.56,19,0
406527,29,Female,59,27,2,10,Basic,Quarterly,705.79,14,0
406528,50,Female,57,12,2,12,Basic,Quarterly,933.91,7,0
406529,50,Male,49,8,2,4,Standard,Annual,945.65,10,0
406530,41,Male,31,9,0,8,Basic,Quarterly,992.32,16,0
406531,22,Male,57,15,0,12,Basic,Annual,859.32,29,0
406532,39,Female,48,13,2,13,Premium,Quarterly,539.16,7,0
406533,19,Male,33,12,1,14,Standard,Quarterly,625.81,23,0
406534,32,Female,39,16,0,15,Premium,Quarterly,796.23,13,0
406535,41,Male,18,15,1,0,Standard,Quarterly,582.23,17,0
406536,23,Male,31,9,0,20,Standard,Annual,671,3,0
406537,33,Female,21,10,2,11,Premium,Annual,735.73,5,0
406538,24,Male,30,19,0,9,Premium,Quarterly,967.5,2,0
406539,41,Male,18,17,3,18,Standard,Quarterly,685.39,4,0
406540,41,Female,51,6,1,9,Standard,Annual,791.93,8,0
406541,37,Male,5,9,3,3,Standard,Quarterly,995.37,14,0
406542,38,Male,34,24,1,10,Premium,Annual,833.82,15,0
406543,50,Female,23,21,5,3,Basic,Annual,512.86,10,0
406544,46,Female,13,13,4,9,Standard,Quarterly,888.3,15,0
406545,38,Male,31,15,0,5,Basic,Annual,651.4,26,0
406546,42,Male,56,18,1,19,Standard,Annual,765.92,11,0
406547,28,Male,38,5,0,9,Basic,Quarterly,825.93,1,0
406548,40,Male,3,15,3,9,Premium,Annual,861.51,29,0
406549,37,Female,56,23,3,7,Premium,Annual,622.02,10,0
406550,35,Male,54,9,0,16,Basic,Annual,835.59,22,0
406551,47,Male,3,14,4,3,Standard,Quarterly,921.48,26,0
406552,44,Female,54,22,3,2,Standard,Annual,921.87,7,0
406553,21,Male,54,14,2,19,Basic,Quarterly,587.69,28,0
406554,48,Male,54,11,1,0,Standard,Quarterly,541.49,25,0
406555,35,Male,4,17,2,18,Premium,Annual,818.52,3,0
406556,31,Male,52,6,2,14,Basic,Annual,572,4,0
406557,24,Female,1,14,2,2,Premium,Annual,901.14,5,0
406558,30,Male,50,20,3,1,Basic,Annual,924.69,13,0
406559,48,Female,32,28,0,4,Basic,Quarterly,785.45,4,0
406560,37,Male,34,4,2,7,Standard,Annual,554.01,19,0
406561,27,Female,21,20,1,5,Basic,Quarterly,715.67,9,0
406562,28,Male,51,24,2,1,Standard,Annual,737.44,19,0
406563,44,Male,9,28,2,17,Premium,Quarterly,811.08,27,0
406564,40,Male,53,25,0,15,Premium,Annual,605.5,20,0
406565,45,Male,48,15,0,13,Standard,Quarterly,791.23,16,0
406566,50,Female,47,1,1,0,Standard,Quarterly,999.99,15,0
406567,23,Male,25,12,2,8,Standard,Quarterly,551.73,28,0
406568,35,Male,59,17,1,1,Standard,Annual,538.73,1,0
406569,24,Male,42,9,2,4,Standard,Quarterly,652.09,10,0
406570,39,Male,58,22,3,8,Standard,Annual,706.9,24,0
406571,25,Male,48,26,2,2,Premium,Quarterly,771.61,27,0
406572,37,Female,60,24,3,5,Premium,Annual,957.59,11,0
406573,37,Female,53,16,0,3,Basic,Quarterly,907.56,7,0
406574,44,Female,42,10,4,17,Premium,Annual,681.64,6,0
406575,41,Male,10,27,4,8,Premium,Annual,861.63,9,0
406576,35,Male,58,1,0,17,Basic,Quarterly,529.71,19,0
406577,50,Male,52,9,1,13,Premium,Quarterly,892.65,26,0
406578,50,Female,29,1,0,3,Standard,Annual,737.56,13,0
406579,39,Male,57,7,1,11,Basic,Quarterly,612.57,25,0
406580,35,Male,32,15,1,5,Basic,Quarterly,549.11,1,0
406581,42,Male,25,4,3,6,Standard,Quarterly,570.04,5,0
406582,42,Male,25,28,3,12,Standard,Quarterly,963.11,13,0
406583,25,Female,14,16,0,17,Basic,Annual,905.63,7,0
406584,46,Male,24,14,4,7,Standard,Quarterly,968.29,22,0
406585,22,Male,44,3,2,3,Premium,Quarterly,725.83,6,0
406586,35,Male,1,11,3,11,Premium,Quarterly,676.15,2,0
406587,45,Male,23,21,0,7,Premium,Annual,840.56,12,0
406588,48,Female,36,21,1,4,Basic,Quarterly,762.03,13,0
406589,43,Male,41,17,0,10,Premium,Annual,771.36,1,0
406590,42,Male,54,20,2,0,Premium,Annual,706.05,15,0
406591,27,Male,5,29,0,1,Premium,Quarterly,839.59,17,0
406592,31,Male,42,10,0,20,Standard,Quarterly,717.51,18,0
406593,31,Female,17,16,1,16,Premium,Annual,610.18,5,0
406594,48,Male,59,30,4,6,Standard,Annual,772.23,23,0
406595,46,Female,8,8,2,9,Standard,Quarterly,551.74,10,0
406596,21,Male,39,13,2,14,Premium,Quarterly,891.64,12,0
406597,36,Male,46,13,3,5,Standard,Quarterly,849.06,3,0
406598,43,Male,27,12,4,3,Standard,Annual,689.07,19,0
406599,40,Female,2,18,0,7,Standard,Annual,741.19,11,0
406600,41,Female,11,25,2,1,Premium,Annual,935.91,3,0
406601,40,Female,26,20,4,20,Basic,Annual,761.9,15,0
406602,39,Male,37,19,2,9,Premium,Quarterly,865.96,17,0
406603,47,Male,36,19,0,11,Basic,Annual,636.76,13,0
406604,47,Female,38,18,4,14,Basic,Annual,840,8,0
406605,45,Male,31,26,1,2,Basic,Quarterly,871.39,10,0
406606,38,Male,31,23,3,2,Basic,Annual,846.01,13,0
406607,40,Male,48,9,4,5,Premium,Quarterly,635.2,26,0
406608,38,Female,41,9,3,3,Basic,Annual,502.82,3,0
406609,42,Female,59,30,0,5,Basic,Quarterly,962.39,6,0
406610,40,Male,40,1,2,10,Standard,Annual,994.42,16,0
406611,25,Male,14,15,0,10,Basic,Annual,837.17,5,0
406612,20,Female,60,19,0,12,Basic,Annual,792.27,7,0
406613,42,Male,43,11,3,17,Premium,Annual,872.31,27,0
406614,42,Female,10,19,2,5,Basic,Annual,818.03,12,0
406615,21,Female,31,12,1,0,Basic,Quarterly,959.42,11,0
406616,47,Male,49,11,1,2,Basic,Quarterly,775.01,30,0
406617,40,Male,38,12,1,17,Standard,Annual,880.67,21,0
406618,44,Male,58,29,1,16,Basic,Quarterly,570.86,29,0
406619,22,Female,52,12,2,2,Standard,Quarterly,865.85,15,0
406620,42,Male,22,14,0,15,Premium,Quarterly,877.79,29,0
406621,31,Male,9,19,0,11,Premium,Quarterly,833.62,6,0
406622,43,Male,17,14,1,2,Premium,Annual,722.35,13,0
406623,49,Female,14,25,2,1,Standard,Annual,939.38,10,0
406624,33,Female,51,10,3,7,Standard,Annual,898.89,2,0
406625,46,Male,44,1,1,9,Basic,Annual,837.73,12,0
406626,38,Male,21,29,0,6,Basic,Quarterly,623.37,21,0
406627,29,Male,49,30,2,19,Basic,Annual,761.32,25,0
406628,34,Male,9,20,3,3,Standard,Quarterly,875.95,15,0
406629,32,Female,23,24,3,14,Premium,Annual,605.9,8,0
406630,30,Female,42,5,0,7,Basic,Quarterly,684,4,0
406631,37,Male,9,8,1,14,Basic,Annual,565.94,27,0
406632,21,Male,56,14,1,19,Basic,Annual,760.82,23,0
406633,43,Male,55,1,3,6,Premium,Quarterly,787.71,18,0
406634,39,Male,46,8,2,8,Standard,Annual,939.09,12,0
406635,41,Male,52,29,4,8,Basic,Quarterly,523.38,27,0
406636,39,Male,60,29,1,0,Basic,Quarterly,749.69,11,0
406637,44,Male,22,30,1,4,Premium,Annual,719.09,26,0
406638,24,Male,10,29,0,0,Basic,Annual,654.15,4,0
406639,26,Male,14,28,1,14,Basic,Quarterly,687.06,3,0
406640,38,Male,39,28,1,19,Standard,Annual,640.15,28,0
406641,20,Male,32,1,0,9,Basic,Quarterly,510.05,25,0
406642,48,Female,37,27,4,10,Basic,Annual,792.9,8,0
406643,45,Female,43,6,2,1,Standard,Quarterly,698.16,6,0
406644,41,Female,5,28,3,8,Standard,Annual,573.97,7,0
406645,45,Male,45,5,0,3,Basic,Quarterly,805,21,0
406646,31,Male,14,25,2,19,Standard,Quarterly,728.05,6,0
406647,18,Male,10,19,1,8,Premium,Annual,612.85,6,0
406648,34,Female,16,11,3,15,Premium,Annual,542.08,5,0
406649,32,Female,58,23,3,13,Standard,Quarterly,638.83,15,0
406650,18,Female,36,7,1,4,Standard,Quarterly,714.15,9,0
406651,22,Female,58,20,2,6,Standard,Quarterly,748.48,15,0
406652,24,Male,36,25,0,14,Basic,Quarterly,713.05,14,0
406653,45,Male,55,13,3,10,Basic,Annual,547.89,2,0
406654,23,Female,45,20,1,3,Basic,Quarterly,961.48,4,0
406655,35,Female,59,10,3,4,Premium,Quarterly,583.21,15,0
406656,43,Male,50,14,3,11,Basic,Quarterly,689.05,26,0
406657,23,Male,26,5,1,12,Basic,Quarterly,658.13,8,0
406658,27,Male,24,26,0,5,Premium,Annual,853.1,11,0
406659,47,Male,23,13,4,19,Standard,Quarterly,911.65,26,0
406660,40,Male,20,19,0,20,Premium,Quarterly,748.08,4,0
406661,45,Male,43,17,0,12,Premium,Annual,569.11,27,0
406662,27,Male,51,21,0,8,Premium,Annual,754.53,2,0
406663,31,Female,57,26,1,10,Premium,Annual,837.98,10,0
406664,41,Female,41,27,3,1,Standard,Quarterly,571.34,14,0
406665,39,Male,10,27,1,16,Premium,Quarterly,586.77,8,0
406666,32,Male,47,22,2,0,Basic,Annual,960.05,18,0
406667,28,Male,25,9,0,18,Standard,Annual,940.67,9,0
406668,20,Female,12,27,1,17,Basic,Quarterly,987.2,10,0
406669,37,Female,27,22,2,9,Premium,Quarterly,552.66,14,0
406670,30,Male,22,12,3,11,Standard,Annual,836.65,18,0
406671,22,Female,43,25,2,18,Basic,Quarterly,896.06,8,0
406672,20,Female,21,19,2,11,Basic,Annual,578.55,3,0
406673,36,Female,13,10,1,9,Basic,Annual,818.47,2,0
406674,27,Female,35,6,2,18,Basic,Annual,905.29,3,0
406675,24,Female,6,2,0,1,Premium,Annual,589.08,2,0
406676,47,Female,52,20,2,18,Standard,Quarterly,708.46,6,0
406677,44,Female,45,23,4,9,Basic,Quarterly,958.17,8,0
406678,42,Female,54,14,3,20,Basic,Quarterly,775.3,12,0
406679,24,Male,28,16,0,3,Basic,Annual,557.51,24,0
406680,34,Male,8,19,0,8,Standard,Quarterly,856.85,21,0
406681,23,Male,43,7,1,0,Standard,Quarterly,682.46,28,0
406682,47,Male,28,30,3,10,Standard,Quarterly,581.23,28,0
406683,48,Male,43,19,1,12,Premium,Annual,586.45,3,0
406684,47,Female,35,5,4,15,Basic,Quarterly,830.46,10,0
406685,45,Male,14,19,2,19,Basic,Annual,622.15,23,0
406686,38,Male,31,21,1,6,Standard,Annual,897.69,26,0
406687,21,Male,11,1,2,6,Standard,Annual,695.99,8,0
406688,22,Female,44,30,2,13,Standard,Annual,921.82,1,0
406689,40,Male,39,1,1,19,Standard,Annual,559.51,28,0
406690,50,Male,29,21,1,7,Standard,Annual,736.73,28,0
406691,29,Male,37,23,2,19,Basic,Annual,963.54,7,0
406692,29,Male,32,24,2,19,Basic,Quarterly,745.52,23,0
406693,35,Female,53,9,0,13,Basic,Quarterly,846.39,11,0
406694,47,Male,28,27,4,2,Basic,Annual,506.15,30,0
406695,35,Male,49,12,0,9,Premium,Annual,501.97,12,0
406696,46,Male,37,2,3,3,Basic,Annual,856.5,29,0
406697,44,Male,49,5,1,11,Premium,Annual,514.04,16,0
406698,44,Male,46,22,0,19,Premium,Annual,595.14,16,0
406699,47,Male,35,10,3,19,Basic,Annual,951.74,15,0
406700,50,Male,32,24,3,13,Basic,Annual,905.12,5,0
406701,40,Female,50,25,2,0,Basic,Annual,629.54,11,0
406702,47,Male,11,6,1,9,Standard,Annual,800.67,4,0
406703,18,Male,22,24,1,1,Premium,Quarterly,894.88,2,0
406704,42,Male,22,29,2,5,Premium,Annual,988.5,19,0
406705,32,Male,26,11,0,15,Premium,Quarterly,690.59,17,0
406706,41,Male,22,26,1,10,Standard,Quarterly,897.84,11,0
406707,48,Female,19,26,0,19,Basic,Quarterly,642.4,6,0
406708,31,Male,50,4,1,0,Basic,Quarterly,738.08,6,0
406709,41,Male,54,12,3,4,Premium,Annual,692.58,9,0
406710,27,Female,47,4,2,13,Premium,Annual,501.24,2,0
406711,49,Male,18,15,1,12,Standard,Annual,794.26,27,0
406712,29,Male,53,23,1,6,Standard,Annual,588.75,7,0
406713,26,Male,14,22,0,12,Standard,Annual,807.56,12,0
406714,45,Female,52,16,2,19,Premium,Quarterly,850.83,8,0
406715,34,Male,23,10,0,20,Standard,Annual,659.08,11,0
406716,45,Male,6,2,0,10,Premium,Annual,677.92,19,0
406717,47,Female,25,18,3,9,Basic,Quarterly,821.05,4,0
406718,24,Female,19,27,1,16,Standard,Quarterly,903.68,7,0
406719,36,Male,31,7,1,2,Premium,Quarterly,952.93,1,0
406720,20,Male,4,3,1,11,Premium,Annual,635.83,18,0
406721,19,Male,47,1,1,7,Basic,Quarterly,884.7,22,0
406722,38,Male,34,4,0,5,Standard,Annual,747.25,27,0
406723,35,Male,10,28,1,15,Basic,Annual,972.95,15,0
406724,33,Male,43,1,2,20,Standard,Quarterly,856.93,6,0
406725,41,Male,34,30,0,11,Standard,Quarterly,793.11,7,0
406726,32,Male,36,19,3,16,Premium,Annual,528.72,23,0
406727,31,Male,26,22,3,13,Standard,Annual,710.55,19,0
406728,35,Male,2,20,2,0,Standard,Annual,659.79,12,0
406729,21,Female,55,2,1,20,Basic,Annual,809.3,1,0
406730,30,Female,9,22,2,6,Standard,Quarterly,571.27,10,0
406731,28,Male,58,21,0,11,Basic,Quarterly,773.28,12,0
406732,47,Male,25,30,3,12,Standard,Annual,795.33,13,0
406733,28,Female,43,29,2,11,Standard,Quarterly,821.28,5,0
406734,26,Male,34,28,2,7,Premium,Quarterly,902.5,13,0
406735,19,Male,45,26,0,12,Basic,Quarterly,563.98,16,0
406736,26,Female,31,10,0,11,Basic,Annual,677.9,14,0
406737,24,Male,58,27,0,17,Standard,Annual,585.58,10,0
406738,25,Male,21,29,1,15,Standard,Annual,569.38,6,0
406739,48,Male,26,20,3,4,Standard,Quarterly,718.87,18,0
406740,45,Male,22,12,2,3,Basic,Annual,564.11,6,0
406741,29,Female,9,19,2,20,Basic,Quarterly,947.58,9,0
406742,50,Male,53,12,2,20,Standard,Quarterly,628.09,9,0
406743,47,Male,26,18,0,10,Premium,Annual,638.86,24,0
406744,39,Female,32,16,1,3,Premium,Annual,712.19,3,0
406745,34,Male,8,28,1,4,Basic,Quarterly,802.95,18,0
406746,22,Male,25,20,1,4,Basic,Quarterly,620.43,18,0
406747,27,Female,29,20,2,11,Basic,Quarterly,624.39,6,0
406748,26,Male,14,18,2,10,Standard,Annual,987.28,4,0
406749,42,Female,41,13,0,20,Premium,Quarterly,743.41,6,0
406750,41,Female,4,1,1,20,Standard,Annual,517.26,12,0
406751,25,Male,42,9,1,13,Standard,Annual,520.67,15,0
406752,43,Male,36,20,3,1,Basic,Quarterly,556.41,23,0
406753,31,Male,1,10,1,12,Premium,Quarterly,850.64,12,0
406754,43,Female,40,25,2,2,Basic,Annual,564.89,1,0
406755,44,Female,60,18,1,8,Basic,Annual,861.46,1,0
406756,45,Male,10,1,3,7,Standard,Annual,596.04,20,0
406757,49,Male,9,14,1,8,Basic,Quarterly,617.51,4,0
406758,24,Male,60,8,2,9,Standard,Quarterly,732.34,8,0
406759,41,Female,32,13,1,13,Basic,Annual,966.3,5,0
406760,49,Male,9,26,2,15,Premium,Annual,737.82,22,0
406761,47,Male,43,9,3,18,Basic,Annual,672.43,29,0
406762,31,Male,1,5,0,8,Standard,Annual,679.92,1,0
406763,49,Male,19,19,1,3,Basic,Quarterly,838.88,28,0
406764,47,Male,36,18,0,17,Basic,Annual,976.8,27,0
406765,40,Male,51,25,0,6,Basic,Annual,706.13,2,0
406766,41,Female,49,29,4,7,Basic,Quarterly,589.67,2,0
406767,32,Male,38,3,3,5,Premium,Annual,532.09,30,0
406768,40,Male,7,6,1,8,Basic,Quarterly,640.91,10,0
406769,48,Male,22,30,2,9,Premium,Quarterly,801.4,13,0
406770,23,Female,41,26,2,0,Premium,Annual,726.19,12,0
406771,45,Male,37,18,2,10,Premium,Quarterly,738.68,26,0
406772,25,Female,27,30,1,15,Basic,Annual,975.78,15,0
406773,34,Female,23,14,1,15,Premium,Annual,571.9,5,0
406774,22,Male,3,27,2,20,Premium,Annual,548.41,26,0
406775,41,Female,9,27,4,5,Premium,Annual,672.34,3,0
406776,49,Female,6,29,1,16,Premium,Annual,730.81,6,0
406777,39,Male,43,23,0,13,Standard,Annual,664.12,1,0
406778,49,Male,31,26,1,2,Premium,Annual,635.22,10,0
406779,44,Male,54,1,2,16,Standard,Annual,958.35,29,0
406780,37,Male,42,15,1,4,Standard,Annual,500.15,18,0
406781,46,Male,47,18,2,17,Premium,Quarterly,760.57,12,0
406782,39,Male,44,30,3,0,Basic,Quarterly,757.15,21,0
406783,27,Male,3,29,2,14,Premium,Annual,583.75,20,0
406784,20,Female,11,14,1,2,Basic,Quarterly,816.08,13,0
406785,32,Male,35,19,3,4,Standard,Annual,584.67,8,0
